timestamp,price
1745856006079,93730.2
1745856007079,93744.5
1745856008079,93740.0
1745856009079,93732.5
1745856010079,93710.0
1745856011079,93709.9
1745856012079,93709.9
1745856013079,93692.0
1745856014079,93692.0
1745856015079,93702.1
1745856016079,93703.9
1745856017079,93696.1
1745856018079,93729.5
1745856019079,93737.9
1745856020079,93734.2
1745856021079,93735.7
1745856022079,93730.1
1745856023079,93730.0
1745856024079,93740.0
1745856025079,93724.0
1745856026079,93724.0
1745856027079,93724.1
1745856028079,93724.1
1745856029079,93724.1
1745856030079,93724.1
1745856031079,93724.0
1745856032079,93724.0
1745856033079,93724.1
1745856034079,93724.1
1745856035079,93722.7
1745856036079,93718.0
1745856037079,93718.0
1745856038079,93718.0
1745856039079,93717.9
1745856040079,93718.0
1745856041079,93717.9
1745856042079,93705.4
1745856043079,93705.4
1745856044079,93705.4
1745856045079,93705.3
1745856046079,93704.0
1745856047079,93700.0
1745856048079,93700.0
1745856049079,93700.0
1745856050079,93686.3
1745856051079,93685.1
1745856052079,93682.1
1745856053079,93682.2
1745856054079,93682.1
1745856055079,93682.2
1745856056079,93682.1
1745856057079,93680.3
1745856058079,93700.4
1745856059079,93705.4
1745856060079,93714.8
1745856061079,93717.9
1745856062079,93718.0
1745856063079,93707.5
1745856064079,93707.4
1745856065079,93707.4
1745856066079,93705.5
1745856067079,93705.5
1745856068079,93705.4
1745856069079,93718.0
1745856070079,93718.0
1745856071079,93717.9
1745856072079,93718.0
1745856073079,93735.6
1745856074079,93735.8
1745856075079,93739.2
1745856076079,93748.5
1745856077079,93744.1
1745856078079,93740.2
1745856079079,93740.1
1745856080079,93740.1
1745856081079,93740.2
1745856082079,93740.2
1745856083079,93769.8
1745856084079,93769.8
1745856085079,93769.8
1745856086079,93772.1
1745856087079,93772.1
1745856088079,93742.2
1745856089079,93740.2
1745856090079,93724.1
1745856091079,93718.0
1745856092079,93717.9
1745856093079,93709.0
1745856094079,93708.9
1745856095079,93709.0
1745856096079,93718.0
1745856097079,93718.0
1745856098079,93714.0
1745856099079,93708.9
1745856100079,93708.9
1745856101079,93709.0
1745856102079,93708.9
1745856103079,93709.0
1745856104079,93709.0
1745856105079,93708.9
1745856106079,93708.9
1745856107079,93709.0
1745856108079,93680.3
1745856109079,93680.4
1745856110079,93680.4
1745856111079,93680.4
1745856112079,93674.4
1745856113079,93674.0
1745856114079,93667.9
1745856115079,93662.9
1745856116079,93655.0
1745856117079,93635.8
1745856118079,93635.9
1745856119079,93644.7
1745856120079,93650.1
1745856121079,93660.0
1745856122079,93667.9
1745856123079,93667.9
1745856124079,93664.1
1745856125079,93662.1
1745856126079,93657.0
1745856127079,93660.0
1745856128079,93671.0
1745856129079,93660.0
1745856130079,93628.0
1745856131079,93626.8
1745856132079,93633.9
1745856133079,93634.0
1745856134079,93635.8
1745856135079,93640.0
1745856136079,93626.8
1745856137079,93628.3
1745856138079,93626.9
1745856139079,93626.9
1745856140079,93627.9
1745856141079,93628.0
1745856142079,93627.9
1745856143079,93627.9
1745856144079,93627.9
1745856145079,93628.0
1745856146079,93627.9
1745856147079,93625.0
1745856148079,93625.1
1745856149079,93628.3
1745856150079,93628.4
1745856151079,93649.5
1745856152079,93650.0
1745856153079,93659.9
1745856154079,93660.0
1745856155079,93660.0
1745856156079,93660.3
1745856157079,93662.0
1745856158079,93665.7
1745856159079,93675.9
1745856160079,93687.9
1745856161079,93687.9
1745856162079,93688.0
1745856163079,93685.4
1745856164079,93675.8
1745856165079,93675.9
1745856166079,93675.9
1745856167079,93669.4
1745856168079,93665.8
1745856169079,93665.8
1745856170079,93664.2
1745856171079,93664.2
1745856172079,93664.2
1745856173079,93664.1
1745856174079,93649.8
1745856175079,93649.8
1745856176079,93649.8
1745856177079,93649.7
1745856178079,93649.7
1745856179079,93648.7
1745856180079,93644.1
1745856181079,93644.0
1745856182079,93644.0
1745856183079,93644.0
1745856184079,93644.0
1745856185079,93644.0
1745856186079,93644.0
1745856187079,93649.6
1745856188079,93660.0
1745856189079,93660.1
1745856190079,93662.0
1745856191079,93656.3
1745856192079,93656.2
1745856193079,93656.3
1745856194079,93656.3
1745856195079,93649.7
1745856196079,93649.6
1745856197079,93649.7
1745856198079,93649.7
1745856199079,93649.6
1745856200079,93649.7
1745856201079,93669.4
1745856202079,93676.8
1745856203079,93676.8
1745856204079,93676.7
1745856205079,93676.7
1745856206079,93676.8
1745856207079,93676.8
1745856208079,93670.6
1745856209079,93670.6
1745856210079,93662.1
1745856211079,93662.1
1745856212079,93662.0
1745856213079,93656.5
1745856214079,93640.0
1745856215079,93640.0
1745856216079,93633.2
1745856217079,93633.3
1745856218079,93633.3
1745856219079,93650.0
1745856220079,93649.9
1745856221079,93655.3
1745856222079,93659.7
1745856223079,93659.6
1745856224079,93664.7
1745856225079,93651.4
1745856226079,93650.7
1745856227079,93650.7
1745856228079,93657.5
1745856229079,93662.0
1745856230079,93661.9
1745856231079,93661.9
1745856232079,93665.9
1745856233079,93666.0
1745856234079,93666.0
1745856235079,93666.0
1745856236079,93665.9
1745856237079,93665.9
1745856238079,93670.9
1745856239079,93670.9
1745856240079,93676.7
1745856241079,93672.0
1745856242079,93671.1
