timestamp,price
1745856006079,93730.2
1745856016079,93703.9
1745856026079,93724.0
1745856036079,93718.0
1745856046079,93704.0
1745856056079,93682.1
1745856066079,93705.5
1745856076079,93748.5
1745856086079,93772.1
1745856096079,93718.0
1745856106079,93708.9
1745856116079,93655.0
1745856126079,93657.0
1745856136079,93626.8
1745856146079,93627.9
1745856156079,93660.3
1745856166079,93675.9
1745856176079,93649.8
1745856186079,93644.0
1745856196079,93649.6
1745856206079,93676.8
1745856216079,93633.2
1745856226079,93650.7
1745856236079,93665.9
1745856246079,93685.4
1745856256079,93660.0
1745856266079,93670.1
1745856276079,93665.1
1745856286079,93674.1
1745856296079,93674.2
1745856306079,93665.0
1745856316079,93639.7
1745856326079,93656.5
1745856336079,93624.8
1745856346079,93605.0
1745856356079,93620.0
1745856366079,93637.9
1745856376079,93637.6
1745856386079,93654.2
1745856396079,93652.6
1745856406079,93652.6
1745856416079,93680.0
1745856426079,93719.8
1745856436079,93666.2
1745856446079,93699.5
1745856456079,93674.2
1745856466079,93653.8
1745856476079,93644.1
1745856486079,93632.1
1745856496079,93617.7
1745856506079,93667.4
1745856516079,93681.0
1745856526079,93664.1
1745856536079,93620.2
1745856546079,93620.3
1745856556079,93613.9
1745856566079,93617.9
1745856576079,93610.0
1745856586079,93580.2
1745856596079,93580.1
1745856606079,93570.0
1745856616079,93562.1
1745856626079,93572.0
1745856636079,93572.6
1745856646079,93568.0
1745856656079,93555.1
1745856666079,93542.7
1745856676079,93533.3
1745856686079,93523.1
1745856696079,93482.0
1745856706079,93515.8
1745856716079,93541.3
1745856726079,93550.2
1745856736079,93547.4
1745856746079,93553.5
1745856756079,93573.9
1745856766079,93573.9
1745856776079,93508.0
1745856786079,93520.7
1745856796079,93564.7
1745856806079,93564.7
1745856816079,93529.5
1745856826079,93524.1
1745856836079,93530.2
1745856846079,93541.2
1745856856079,93546.0
1745856866079,93545.9
1745856876079,93532.0
1745856886079,93537.0
1745856896079,93535.8
1745856906079,93542.1
1745856916079,93555.0
1745856926079,93568.0
1745856936079,93577.1
1745856946079,93605.8
1745856956079,93616.5
1745856966079,93597.9
1745856976079,93633.0
1745856986079,93626.1
1745856996079,93614.1
1745857006079,93641.4
1745857016079,93677.0
1745857026079,93636.6
1745857036079,93633.8
1745857046079,93626.1
1745857056079,93633.9
1745857066079,93616.2
1745857076079,93586.0
1745857086079,93595.5
1745857096079,93596.0
1745857106079,93615.8
1745857116079,93553.9
1745857126079,93545.8
1745857136079,93484.8
1745857146079,93475.9
1745857156079,93495.8
1745857166079,93488.7
1745857176079,93476.0
1745857186079,93484.1
1745857196079,93485.3
1745857206079,93462.0
1745857216079,93483.0
1745857226079,93499.9
1745857236079,93507.9
1745857246079,93464.4
1745857256079,93469.9
1745857266079,93440.0
1745857276079,93439.9
1745857286079,93439.5
1745857296079,93447.2
1745857306079,93453.1
1745857316079,93439.2
1745857326079,93439.6
1745857336079,93421.9
1745857346079,93430.6
1745857356079,93468.3
1745857366079,93493.8
1745857376079,93500.0
1745857386079,93422.3
1745857396079,93435.9
1745857406079,93417.0
1745857416079,93445.9
1745857426079,93440.1
1745857436079,93478.0
1745857446079,93506.1
1745857456079,93521.9
1745857466079,93523.7
1745857476079,93522.1
1745857486079,93504.0
1745857496079,93500.0
1745857506079,93500.1
1745857516079,93480.0
1745857526079,93502.6
1745857536079,93502.6
1745857546079,93520.0
1745857556079,93502.7
1745857566079,93502.6
1745857576079,93530.0
1745857586079,93542.1
1745857596079,93550.0
1745857606079,93550.0
1745857616079,93550.0
1745857626079,93573.6
1745857636079,93555.1
1745857646079,93555.1
1745857656079,93550.6
1745857666079,93570.0
1745857676079,93570.0
1745857686079,93591.6
1745857696079,93576.1
1745857706079,93567.2
1745857716079,93612.0
1745857726079,93612.0
1745857736079,93612.0
1745857746079,93640.0
1745857756079,93664.5
1745857766079,93657.3
1745857776079,93680.2
1745857786079,93690.2
1745857796079,93680.1
1745857806079,93686.4
1745857816079,93658.1
1745857826079,93654.1
1745857836079,93716.0
1745857846079,93700.0
1745857856079,93706.8
1745857866079,93719.9
1745857876079,93706.9
1745857886079,93729.0
1745857896079,93718.1
1745857906079,93725.0
1745857916079,93749.9
1745857926079,93749.9
1745857936079,93768.1
1745857946079,93745.2
1745857956079,93727.1
1745857966079,93736.1
1745857976079,93769.3
1745857986079,93782.7
1745857996079,93780.0
1745858006079,93792.5
1745858016079,93799.1
1745858026079,93802.1
1745858036079,93812.5
1745858046079,93818.3
1745858056079,93810.1
1745858066079,93802.8
1745858076079,93817.4
1745858086079,93820.1
1745858096079,93845.0
1745858106079,93845.1
1745858116079,93834.5
1745858126079,93830.0
1745858136079,93841.9
1745858146079,93875.0
1745858156079,93887.9
1745858166079,93897.3
1745858176079,93901.3
1745858186079,93892.4
1745858196079,93908.6
1745858206079,93941.5
1745858216079,93952.8
1745858226079,93944.1
1745858236079,93918.2
1745858246079,93900.1
1745858256079,93892.4
1745858266079,93899.9
1745858276079,93890.1
1745858286079,93860.1
1745858296079,93858.0
1745858306079,93863.6
1745858316079,93844.6
1745858326079,93877.6
1745858336079,93879.9
1745858346079,93888.1
1745858356079,93888.1
1745858366079,93899.9
1745858376079,93934.3
1745858386079,93943.8
1745858396079,93935.9
1745858406079,93920.9
1745858416079,93890.0
1745858426079,93898.1
1745858436079,93856.5
1745858446079,93832.0
1745858456079,93860.4
1745858466079,93895.6
1745858476079,93899.8
1745858486079,93894.0
1745858496079,93911.8
1745858506079,93911.8
1745858516079,93910.1
1745858526079,93905.1
1745858536079,93905.2
1745858546079,93905.2
1745858556079,93905.1
1745858566079,93904.1
1745858576079,93890.1
1745858586079,93890.3
1745858596079,93911.7
1745858606079,93926.1
1745858616079,93931.7
1745858626079,93936.0
1745858636079,93959.2
1745858646079,93972.2
1745858656079,93971.4
1745858666079,93971.5
1745858676079,93985.9
1745858686079,93981.0
1745858696079,93977.0
1745858706079,93978.0
